ticket_id,created_at,closed_at,channel,product,category,issue_subtype,priority,status,customer_text,agent_response,resolution_time_seconds,first_contact_resolved,escalated_to,sla_breach,pii_flag,pii_entities_found,anonymized_at,is_gold_example,gold_signal,source,kb_refs,data_consent,retention_expires_at,language
TKT-00108,2025-01-23T12:29:39,2025-01-24T07:15:24,chat,BasicPlan,billing,refund_request,medium,closed,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,67545,1,senior_support,1,1,PHONE_NUMBER,2025-01-23T12:29:39,0,,synthetic,KB-21;KB-14,1,2028-01-23,hi
TKT-00263,2025-10-06T12:29:39,,web,EnterpriseSuite,billing,subscription_cancel,low,pending,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,10018,1,,0,1,EMAIL_ADDRESS,2025-10-06T12:29:39,0,,bitext,KB-14,1,2028-10-05,en
TKT-00087,2025-09-14T12:29:39,,social,MobileApp,technical,feature_not_working,high,pending,I can't log into my account. It keeps saying invalid password even after I reset it.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,35317,0,,1,0,,2025-09-14T12:29:39,0,reviewer_confirmed,internal,,1,2028-09-13,en
TKT-00270,2025-10-12T12:29:39,,phone,BasicPlan,billing,subscription_cancel,high,escalated,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,59956,1,,1,0,,2025-10-12T12:29:39,1,,synthetic,KB-2,1,2028-10-11,hi
TKT-00179,2025-07-09T12:29:39,2025-07-09T23:39:02,email,BasicPlan,returns,refund_not_received,critical,resolved,The item I received is damaged. The packaging was intact but the product inside is broken.,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,40163,0,,1,0,,2025-07-09T12:29:39,0,reviewer_confirmed,internal,,1,2028-07-08,en
TKT-00132,2025-04-02T12:29:39,2025-04-02T16:55:05,web,ProPlan,account,email_change,low,closed,My account got locked and I don't know why. I need access urgently for work.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,15926,1,senior_support,0,0,,2025-04-02T12:29:39,0,agent_corrected,bitext,KB-21,1,2028-04-01,en
TKT-00563,2026-04-20T12:29:39,,chat,MobileApp,other,general_inquiry,critical,escalated,Can you tell me how long you retain customer data after account closure?,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",69654,0,billing_team,1,1,PHONE_NUMBER,2026-04-20T12:29:39,0,agent_corrected,synthetic,KB-12;KB-14;KB-11,1,2029-04-19,en
TKT-00464,2026-01-19T12:29:39,,phone,BasicPlan,billing,refund_request,medium,pending,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,36422,0,,1,0,,2026-01-19T12:29:39,0,agent_corrected,bitext,KB-4;KB-8;KB-16,1,2029-01-18,en
TKT-00444,2025-08-28T12:29:39,,social,CloudSync,technical,feature_not_working,medium,escalated,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,I've reset your account credentials on our end. Please try the password reset flow again and clear your browser cache first.,1701,0,billing_team,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-08-28T12:29:39,0,agent_corrected,bitext,KB-2,1,2028-08-27,en
TKT-00396,2025-01-25T12:29:39,2025-01-26T03:01:02,social,DataVault,other,feature_request,medium,closed,I have a suggestion: it would be great if you added dark mode to the mobile app.,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",52283,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-01-25T12:29:39,1,agent_corrected,internal,KB-13;KB-19,1,2028-01-25,en
TKT-00473,2025-12-18T12:29:39,,web,DataVault,returns,item_damaged,low,escalated,I want to return this but your website says the 30-day return window has expired. Can you help?,I apologize for the incorrect item. I've arranged a free return label and your correct order will ship once we receive the return.,57462,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-12-18T12:29:39,1,agent_corrected,synthetic,,1,2028-12-17,en
TKT-00447,2025-09-13T12:29:39,,phone,CloudSync,other,data_export,low,pending,I'd like to export all my data before I cancel. What formats are available?,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,45563,1,senior_support,1,1,PHONE_NUMBER,2025-09-13T12:29:39,0,agent_corrected,bitext,,1,2028-09-12,hi
TKT-00427,2025-10-04T12:29:39,2025-10-05T07:07:28,phone,BasicPlan,technical,login_fail,high,closed,I can't log into my account. It keeps saying invalid password even after I reset it.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,67069,0,,1,0,,2025-10-04T12:29:39,0,,internal,,1,2028-10-03,en
TKT-00560,2026-01-20T12:29:39,2026-01-20T14:12:05,email,DataVault,account,two_factor_issue,critical,closed,I need to change the email address on my account. The old one no longer exists.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,6146,0,senior_support,0,0,,2026-01-20T12:29:39,0,,bitext,KB-3;KB-19,1,2029-01-19,en
TKT-00503,2026-03-25T12:29:39,,web,ProPlan,billing,refund_request,critical,escalated,I cancelled my subscription 2 weeks ago but still got charged. Please reverse this.,I can confirm your subscription was cancelled. The charge has been reversed and a refund issued. Please allow 3–5 business days.,65923,1,,1,0,,2026-03-25T12:29:39,1,reviewer_confirmed,internal,KB-7;KB-10,1,2029-03-24,en
TKT-00287,2025-05-12T12:29:39,,social,BasicPlan,returns,refund_not_received,medium,pending,The item I received is damaged. The packaging was intact but the product inside is broken.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,81740,0,,1,1,PHONE_NUMBER,2025-05-12T12:29:39,0,reviewer_confirmed,synthetic,,1,2028-05-11,en
TKT-00456,2026-05-25T12:29:39,2026-05-26T12:27:33,web,MobileApp,account,two_factor_issue,low,resolved,I need to change the email address on my account. The old one no longer exists.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,86274,0,senior_support,1,0,,2026-05-25T12:29:39,1,agent_corrected,synthetic,KB-23;KB-12;KB-15,1,2029-05-24,en
TKT-00052,2025-08-01T12:29:39,2025-08-01T16:00:26,web,CloudSync,other,feedback,medium,closed,Can you tell me how long you retain customer data after account closure?,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,12647,1,senior_support,0,0,,2025-08-01T12:29:39,0,reviewer_confirmed,synthetic,KB-11;KB-15,1,2028-07-31,en
TKT-00491,2026-01-26T12:29:39,2026-01-26T15:14:48,chat,MobileApp,returns,wrong_item,critical,resolved,I want to return this but your website says the 30-day return window has expired. Can you help?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,9909,0,senior_support,0,0,,2026-01-26T12:29:39,0,agent_corrected,bitext,KB-15;KB-9,1,2029-01-25,en
TKT-00318,2026-04-09T12:29:39,2026-04-09T18:15:57,email,CloudSync,technical,slow_performance,medium,resolved,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,20778,0,senior_support,0,1,PHONE_NUMBER,2026-04-09T12:29:39,0,reviewer_confirmed,internal,,1,2029-04-08,hi
TKT-00178,2025-03-14T12:29:39,,chat,ProPlan,other,data_export,low,escalated,I'd like to export all my data before I cancel. What formats are available?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",59390,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-03-14T12:29:39,0,reviewer_confirmed,bitext,,1,2028-03-13,en
TKT-00356,2025-02-10T12:29:39,,email,EnterpriseSuite,billing,duplicate_charge,low,escalated,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,9948,0,,0,1,PHONE_NUMBER,2025-02-10T12:29:39,0,,bitext,KB-16;KB-1;KB-13,1,2028-02-10,hi
TKT-00585,2026-02-26T12:29:39,,email,DataVault,returns,wrong_item,medium,pending,I want to return this but your website says the 30-day return window has expired. Can you help?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,46512,1,billing_team,1,1,PHONE_NUMBER,2026-02-26T12:29:39,0,reviewer_confirmed,internal,,1,2029-02-25,en
TKT-00238,2025-11-10T12:29:39,,web,CloudSync,account,email_change,high,escalated,I can't update my billing address in the profile settings. The save button doesn't work.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,18107,1,,0,0,,2025-11-10T12:29:39,0,,synthetic,KB-13;KB-9,1,2028-11-09,en
TKT-00069,2026-05-12T12:29:39,2026-05-13T00:08:14,web,DataVault,other,feedback,high,resolved,What integrations do you support with third-party project management tools?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",41915,0,billing_team,1,0,,2026-05-12T12:29:39,1,,internal,KB-18;KB-24,1,2029-05-11,en
TKT-00165,2025-04-29T12:29:39,,chat,DataVault,other,complaint,high,pending,I have a suggestion: it would be great if you added dark mode to the mobile app.,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",28878,0,senior_support,1,0,,2025-04-29T12:29:39,0,reviewer_confirmed,synthetic,KB-19,1,2028-04-28,en
TKT-00212,2025-03-23T12:29:39,,email,ProPlan,other,feature_request,medium,escalated,What integrations do you support with third-party project management tools?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",64637,0,billing_team,1,0,,2025-03-23T12:29:39,0,agent_corrected,bitext,KB-5,1,2028-03-22,en
TKT-00194,2025-05-23T12:29:39,2025-05-23T18:59:19,email,DataVault,technical,login_fail,high,resolved,I can't log into my account. It keeps saying invalid password even after I reset it.,I've triggered a manual sync on your account. Please allow up to 30 minutes and then refresh your devices.,23380,1,senior_support,0,0,,2025-05-23T12:29:39,0,reviewer_confirmed,bitext,KB-5;KB-6,1,2028-05-22,hi
TKT-00156,2025-04-15T12:29:39,,social,BasicPlan,account,two_factor_issue,critical,escalated,I want to permanently delete my account and all associated data.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,83909,0,,1,1,PHONE_NUMBER,2025-04-15T12:29:39,0,agent_corrected,synthetic,KB-19;KB-2;KB-6,1,2028-04-14,en
TKT-00576,2025-02-08T12:29:39,2025-02-09T10:47:13,phone,CloudSync,returns,exchange_request,low,resolved,I received the wrong item entirely. I ordered the blue model but got the red one.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,80254,1,billing_team,1,0,,2025-02-08T12:29:39,0,agent_corrected,synthetic,KB-15;KB-1,1,2028-02-08,en
TKT-00106,2026-02-07T12:29:39,,email,MobileApp,billing,invoice_error,critical,pending,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,32827,1,senior_support,1,0,,2026-02-07T12:29:39,0,reviewer_confirmed,bitext,KB-4;KB-16;KB-19,1,2029-02-06,en
TKT-00046,2026-03-03T12:29:39,,email,ProPlan,billing,duplicate_charge,high,pending,My invoice shows an incorrect amount. I should be on the basic plan but was billed for enterprise.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,59271,0,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-03-03T12:29:39,0,,internal,KB-20;KB-16,1,2029-03-02,en
TKT-00190,2025-10-17T12:29:39,2025-10-18T12:19:32,email,EnterpriseSuite,returns,exchange_request,medium,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,85793,1,senior_support,1,0,,2025-10-17T12:29:39,0,reviewer_confirmed,internal,,1,2028-10-16,en
TKT-00061,2025-11-05T12:29:39,,web,ProPlan,other,complaint,high,escalated,What integrations do you support with third-party project management tools?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,75063,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-11-05T12:29:39,1,agent_corrected,internal,KB-3;KB-16,1,2028-11-04,en
TKT-00404,2025-12-19T12:29:39,,phone,MobileApp,account,profile_update,high,pending,I need to change the email address on my account. The old one no longer exists.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,52216,0,senior_support,1,1,PHONE_NUMBER,2025-12-19T12:29:39,0,reviewer_confirmed,bitext,KB-9,1,2028-12-18,en
TKT-00159,2026-03-09T12:29:39,2026-03-09T16:02:54,social,ProPlan,billing,invoice_error,critical,closed,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've reviewed the service outage and applied a prorated credit to your account for the 3 days of downtime.,12795,1,,0,0,,2026-03-09T12:29:39,0,agent_corrected,bitext,KB-3;KB-13,1,2029-03-08,en
TKT-00267,2025-09-10T12:29:39,,chat,BasicPlan,other,data_export,medium,escalated,Can you tell me how long you retain customer data after account closure?,"You can export your data in CSV, JSON, or PDF formats from Settings → Data → Export. Exports are ready within 1 hour.",74990,1,senior_support,1,1,PHONE_NUMBER,2025-09-10T12:29:39,1,,bitext,KB-21,1,2028-09-09,en
TKT-00185,2025-03-24T12:29:39,2025-03-25T10:11:33,social,EnterpriseSuite,technical,feature_not_working,high,resolved,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,78114,0,senior_support,1,1,EMAIL_ADDRESS,2025-03-24T12:29:39,0,,synthetic,KB-4;KB-14;KB-5,1,2028-03-23,en
TKT-00091,2025-08-08T12:29:39,2025-08-09T09:56:00,phone,DataVault,other,general_inquiry,high,resolved,I'd like to file a formal complaint about the service outage last weekend.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,77181,1,,1,0,,2025-08-08T12:29:39,0,,synthetic,KB-2;KB-6;KB-9,1,2028-08-07,hi
TKT-00222,2026-03-13T12:29:39,2026-03-14T11:02:13,email,CloudSync,other,complaint,critical,resolved,I have a suggestion: it would be great if you added dark mode to the mobile app.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,81154,0,billing_team,1,1,PHONE_NUMBER,2026-03-13T12:29:39,0,reviewer_confirmed,bitext,KB-16;KB-23,1,2029-03-12,en
TKT-00064,2025-01-13T12:29:39,2025-01-13T20:49:37,social,CloudSync,returns,return_window_expired,low,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,29998,0,billing_team,1,1,EMAIL_ADDRESS,2025-01-13T12:29:39,0,reviewer_confirmed,synthetic,KB-17;KB-12;KB-2,1,2028-01-13,en
TKT-00392,2026-04-22T12:29:39,,chat,BasicPlan,other,complaint,medium,escalated,I'd like to export all my data before I cancel. What formats are available?,"We retain account data for 90 days after closure, after which it is permanently deleted per our privacy policy.",40899,0,,1,0,,2026-04-22T12:29:39,0,reviewer_confirmed,synthetic,KB-9,1,2029-04-21,en
TKT-00450,2025-03-30T12:29:39,2025-03-31T05:25:45,chat,EnterpriseSuite,other,complaint,critical,resolved,What integrations do you support with third-party project management tools?,I've logged your formal complaint and our quality assurance team will follow up within 2 business days.,60966,0,,1,0,,2025-03-30T12:29:39,0,reviewer_confirmed,synthetic,KB-12;KB-6,1,2028-03-29,en
TKT-00489,2025-05-07T12:29:39,2025-05-07T15:49:06,social,BasicPlan,technical,login_fail,medium,closed,The mobile app crashes every time I try to open the reports section.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",11967,1,senior_support,0,0,,2025-05-07T12:29:39,0,,internal,,1,2028-05-06,hi
TKT-00327,2025-02-13T12:29:39,2025-02-13T17:20:41,phone,MobileApp,returns,exchange_request,critical,resolved,I want to return this but your website says the 30-day return window has expired. Can you help?,Your refund was processed on our end. It may be delayed by your bank. Here's your refund confirmation number.,17462,1,senior_support,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-02-13T12:29:39,0,reviewer_confirmed,synthetic,KB-19;KB-4;KB-1,1,2028-02-13,en
TKT-00439,2025-08-11T12:29:39,,web,ProPlan,other,data_export,high,pending,I have a suggestion: it would be great if you added dark mode to the mobile app.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,84968,1,billing_team,1,0,,2025-08-11T12:29:39,0,,synthetic,KB-7;KB-5,1,2028-08-10,en
TKT-00381,2025-02-19T12:29:39,,email,CloudSync,other,complaint,critical,pending,I have a suggestion: it would be great if you added dark mode to the mobile app.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,7561,1,,0,0,,2025-02-19T12:29:39,0,,internal,KB-11,1,2028-02-19,en
TKT-00506,2025-06-08T12:29:39,,phone,ProPlan,account,two_factor_issue,critical,pending,I need to change the email address on my account. The old one no longer exists.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,70195,0,senior_support,1,0,,2025-06-08T12:29:39,0,reviewer_confirmed,synthetic,,1,2028-06-07,en
TKT-00111,2025-11-25T12:29:39,,web,ProPlan,technical,app_crash,critical,pending,I can't log into my account. It keeps saying invalid password even after I reset it.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,29392,0,billing_team,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-11-25T12:29:39,0,agent_corrected,synthetic,,1,2028-11-24,hi
TKT-00286,2025-08-27T12:29:39,,phone,MobileApp,account,account_locked,critical,escalated,I need to change the email address on my account. The old one no longer exists.,Your account deletion request has been submitted. All data will be permanently removed within 30 days per our policy.,39226,0,senior_support,1,0,,2025-08-27T12:29:39,0,reviewer_confirmed,bitext,KB-11,1,2028-08-26,en
TKT-00188,2026-05-23T12:29:39,,web,ProPlan,technical,password_reset,medium,escalated,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,59371,1,,1,0,,2026-05-23T12:29:39,0,reviewer_confirmed,bitext,,1,2029-05-22,en
TKT-00150,2025-08-25T12:29:39,,email,CloudSync,technical,login_fail,low,pending,The mobile app crashes every time I try to open the reports section.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",26257,1,,0,0,,2025-08-25T12:29:39,0,agent_corrected,bitext,KB-6;KB-3,1,2028-08-24,en
TKT-00362,2025-12-24T12:29:39,,phone,MobileApp,account,account_deletion,high,pending,I need to change the email address on my account. The old one no longer exists.,I've updated your email address. You'll receive a confirmation at both addresses. Please verify the new one within 24 hours.,38239,1,billing_team,1,0,,2025-12-24T12:29:39,1,agent_corrected,synthetic,KB-7,1,2028-12-23,en
TKT-00428,2025-07-28T12:29:39,,web,CloudSync,returns,item_damaged,high,pending,I'd like to exchange this for a different size. How do I initiate an exchange?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,66263,0,,1,0,,2025-07-28T12:29:39,0,agent_corrected,synthetic,,1,2028-07-27,en
TKT-00256,2026-05-01T12:29:39,2026-05-01T16:44:35,chat,BasicPlan,account,profile_update,low,closed,I want to permanently delete my account and all associated data.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,15296,0,senior_support,0,1,EMAIL_ADDRESS,2026-05-01T12:29:39,0,reviewer_confirmed,synthetic,KB-14,1,2029-04-30,en
TKT-00519,2025-09-06T12:29:39,2025-09-07T11:01:01,social,BasicPlan,billing,invoice_error,high,resolved,My credit card was charged $99 but the plan costs $49. Please fix this billing error.,I've corrected your billing to the Basic Plan. The difference has been refunded to your original payment method.,81082,1,senior_support,1,1,PHONE_NUMBER,2025-09-06T12:29:39,0,reviewer_confirmed,internal,,1,2028-09-05,hi
TKT-00177,2025-02-13T12:29:39,,email,ProPlan,account,two_factor_issue,critical,escalated,I need to change the email address on my account. The old one no longer exists.,"I've unlocked your account. For security, I've also sent you a verification email. Please confirm your identity to restore full access.",27342,0,senior_support,0,0,,2025-02-13T12:29:39,0,agent_corrected,bitext,KB-15,1,2028-02-13,en
TKT-00020,2026-01-10T12:29:39,,phone,MobileApp,billing,duplicate_charge,low,escalated,I was charged twice for my subscription this month. Please refund the duplicate charge immediately.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,60973,0,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2026-01-10T12:29:39,0,,synthetic,KB-11,1,2029-01-09,en
TKT-00029,2025-02-22T12:29:39,2025-02-23T04:27:51,email,MobileApp,other,feature_request,critical,resolved,I'd like to file a formal complaint about the service outage last weekend.,Thank you for the dark mode suggestion! I've submitted it to our product team. We regularly review user feedback for roadmap planning.,57492,1,billing_team,1,1,PHONE_NUMBER,2025-02-22T12:29:39,0,reviewer_confirmed,bitext,KB-4,1,2028-02-22,en
TKT-00228,2025-06-03T12:29:39,2025-06-03T14:39:45,chat,DataVault,returns,item_damaged,critical,closed,I want to return this but your website says the 30-day return window has expired. Can you help?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,7806,0,,0,1,EMAIL_ADDRESS,2025-06-03T12:29:39,0,,internal,KB-16;KB-4;KB-14,1,2028-06-02,hi
TKT-00144,2026-05-02T12:29:39,,phone,DataVault,technical,slow_performance,low,pending,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",8421,1,senior_support,0,0,,2026-05-02T12:29:39,0,,synthetic,KB-5;KB-18;KB-20,1,2029-05-01,en
TKT-00310,2026-05-20T12:29:39,2026-05-21T11:57:10,email,MobileApp,returns,exchange_request,high,closed,I received the wrong item entirely. I ordered the blue model but got the red one.,I've made an exception to the return window given the circumstances. Please use the return label I'm sending to your email.,84451,1,billing_team,1,0,,2026-05-20T12:29:39,1,agent_corrected,synthetic,KB-13;KB-8;KB-3,1,2029-05-19,hi
TKT-00581,2025-10-10T12:29:39,2025-10-11T09:23:27,web,CloudSync,account,account_locked,low,closed,My account got locked and I don't know why. I need access urgently for work.,I've identified the bug with the save button. I've manually updated your billing address and reported the bug to our team.,75228,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-10-10T12:29:39,1,,internal,,1,2028-10-09,en
TKT-00216,2025-02-24T12:29:39,2025-02-25T07:02:07,chat,MobileApp,other,feedback,high,closed,What integrations do you support with third-party project management tools?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",66748,1,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-02-24T12:29:39,0,reviewer_confirmed,synthetic,KB-4;KB-22;KB-8,1,2028-02-24,en
TKT-00114,2025-12-02T12:29:39,,email,BasicPlan,technical,sync_error,critical,pending,The mobile app crashes every time I try to open the reports section.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,46668,0,,1,0,,2025-12-02T12:29:39,0,agent_corrected,internal,,1,2028-12-01,hi
TKT-00502,2026-02-04T12:29:39,2026-02-05T05:10:04,social,ProPlan,returns,return_window_expired,critical,resolved,I returned my item 2 weeks ago but still haven't received my refund. Where is my money?,I've initiated an exchange request. Please use the prepaid label attached and your new size will ship within 2 business days.,60025,0,billing_team,1,0,,2026-02-04T12:29:39,0,agent_corrected,synthetic,,1,2029-02-03,hi
TKT-00412,2025-03-22T12:29:39,,chat,ProPlan,account,account_deletion,critical,escalated,I need to add a team member to my account but the invite option is greyed out.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,76812,1,,1,0,,2025-03-22T12:29:39,0,reviewer_confirmed,bitext,KB-9,1,2028-03-21,hi
TKT-00583,2025-01-17T12:29:39,,social,EnterpriseSuite,technical,app_crash,medium,escalated,The mobile app crashes every time I try to open the reports section.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",45059,1,senior_support,1,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-01-17T12:29:39,0,,internal,KB-17,1,2028-01-17,en
TKT-00403,2025-05-27T12:29:39,2025-05-27T16:43:45,web,ProPlan,technical,sync_error,low,closed,I can't log into my account. It keeps saying invalid password even after I reset it.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,15246,0,,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-05-27T12:29:39,1,agent_corrected,internal,KB-6;KB-10,1,2028-05-26,en
TKT-00314,2026-03-12T12:29:39,2026-03-12T14:47:09,social,CloudSync,technical,password_reset,medium,resolved,Two-factor authentication stopped working. I'm not receiving the SMS codes.,I've escalated the performance issue to our infrastructure team. In the meantime try a hard refresh (Ctrl+Shift+R).,8250,0,billing_team,0,1,PERSON;EMAIL_ADDRESS,2026-03-12T12:29:39,0,,bitext,,1,2029-03-11,hi
TKT-00432,2025-11-08T12:29:39,2025-11-09T03:41:39,social,MobileApp,technical,sync_error,medium,resolved,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,54720,0,senior_support,1,1,PHONE_NUMBER,2025-11-08T12:29:39,0,agent_corrected,bitext,KB-6;KB-22;KB-3,1,2028-11-07,en
TKT-00012,2025-01-18T12:29:39,2025-01-18T18:51:18,social,EnterpriseSuite,other,general_inquiry,medium,closed,Can you tell me how long you retain customer data after account closure?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",22899,1,senior_support,0,1,PERSON;EMAIL_ADDRESS;PHONE_NUMBER,2025-01-18T12:29:39,1,reviewer_confirmed,synthetic,KB-2,1,2028-01-18,en
TKT-00498,2025-02-04T12:29:39,,phone,DataVault,other,general_inquiry,medium,pending,Can you tell me how long you retain customer data after account closure?,"We support integrations with Jira, Asana, Monday.com, and Trello. You can find setup guides in our knowledge base under Integrations.",42407,0,billing_team,1,1,PERSON;EMAIL_ADDRESS,2025-02-04T12:29:39,0,agent_corrected,bitext,KB-3;KB-12;KB-8,1,2028-02-04,en
TKT-00401,2025-06-20T12:29:39,,email,CloudSync,technical,feature_not_working,high,pending,The dashboard is loading very slowly. It takes over 2 minutes to display anything.,"I've flagged this app crash to our engineering team. As a workaround, please try clearing the app cache from settings.",43620,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2025-06-20T12:29:39,0,,bitext,KB-4;KB-13;KB-9,1,2028-06-19,en
TKT-00309,2026-05-13T12:29:39,2026-05-14T07:20:45,phone,CloudSync,technical,sync_error,medium,closed,My data isn't syncing between devices. Everything is stuck from 3 days ago.,I've resent the 2FA setup link to your email. Please re-enroll your device using the new link.,67866,0,billing_team,1,0,,2026-05-13T12:29:39,0,agent_corrected,synthetic,,1,2029-05-12,en
TKT-00024,2026-02-07T12:29:39,2026-02-08T11:26:50,chat,ProPlan,returns,refund_not_received,critical,resolved,I want to return this but your website says the 30-day return window has expired. Can you help?,I'm sorry to hear the item arrived damaged. I've initiated a replacement shipment and you should receive tracking info within 24 hours.,82631,0,senior_support,1,1,PERSON;EMAIL_ADDRESS,2026-02-07T12:29:39,1,agent_corrected,bitext,,1,2029-02-06,en
TKT-00014,2025-02-13T12:29:39,2025-02-13T21:56:40,phone,ProPlan,account,profile_update,critical,closed,My account got locked and I don't know why. I need access urgently for work.,I've adjusted your account permissions to allow team invitations. Please try again and let me know if you need further help.,34021,0,,1,1,EMAIL_ADDRESS,2025-02-13T12:29:39,0,,internal,,1,2028-02-13,en
TKT-00523,2025-11-23T12:29:39,,phone,MobileApp,billing,invoice_error,critical,pending,I need a refund for last month. The service was down for 3 days and I couldn't use it.,I've reviewed your account and confirmed the duplicate charge. A refund of the full amount has been processed and should appear within 3–5 business days.,66027,1,,1,0,,2025-11-23T12:29:39,0,agent_corrected,internal,KB-18;KB-10;KB-21,1,2028-11-22,en
